Type,Virus Family,SHA-256,Benign Tasks,Duration,No. of Commands,Read Traffic,Write Traffic,Disk Size,Victim Data,Source,OS,Recording_Index
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Do_git_repository, Disk indexing",503,1849147,33,35,512GB,Set 4,In-house,Windows,10157
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository, Disk indexing",503,1774894,18,22,512GB,Set 4,In-house,Windows,10158
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Get_and_install_apps, Disk indexing",502,2403012,23,28,512GB,Set 4,In-house,Windows,10159
Benign,,,"Cmake_from_source, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,730447,29,44,512GB,Set 4,In-house,Windows,10160
Benign,,,"Cmake_from_source, Get_and_install_apps, Install_package, Disk indexing",503,1759421,18,22,512GB,Set 4,In-house,Windows,10161
Benign,,,"Anaconda_package, Cmake_from_source, Get_and_install_apps, Disk indexing",503,1369288,16,20,512GB,Set 4,In-house,Windows,10162
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Encrypt_using_aescrypt, Disk indexing",505,1200576,19,22,512GB,Set 4,In-house,Windows,10163
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package, Disk indexing",507,494288,7,6,512GB,Set 4,In-house,Windows,10164
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",502,734361,37,28,512GB,Set 4,In-house,Windows,10165
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository, Disk indexing",503,1623695,18,22,512GB,Set 4,In-house,Windows,10166
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package, Disk indexing",506,538549,7,7,512GB,Set 4,In-house,Windows,10167
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",504,1336793,16,22,512GB,Set 4,In-house,Windows,10168
Benign,,,"Anaconda_package, Cmake_from_source, Install_package, Disk indexing",504,1731843,19,22,512GB,Set 4,In-house,Windows,10169
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",502,2461538,23,42,512GB,Set 4,In-house,Windows,10170
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository, Disk indexing",502,1804960,18,23,512GB,Set 4,In-house,Windows,10171
Benign,,,"Anaconda_package, Cmake_from_source, Compress_using_7z_sw, Disk indexing",502,1749162,25,26,512GB,Set 4,In-house,Windows,10172
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",503,1954898,20,31,512GB,Set 4,In-house,Windows,10173
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",502,1007075,13,18,512GB,Set 4,In-house,Windows,10174
Benign,,,"Cmake_from_source, Do_git_repository, User_files_wipe, Disk indexing",503,1589081,18,27,512GB,Set 4,In-house,Windows,10175
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Get_and_install_apps, Disk indexing",502,1887808,19,23,512GB,Set 4,In-house,Windows,10176
Benign,,,"Anaconda_package, Cmake_from_source, Encrypt_using_aescrypt, Disk indexing",503,1865550,19,22,512GB,Set 4,In-house,Windows,10177
Benign,,,"Anaconda_package, Cmake_from_source, User_files_wipe, Disk indexing",505,1812117,17,27,512GB,Set 4,In-house,Windows,10178
Benign,,,"Anaconda_package, Cmake_from_source, Encrypt_using_aescrypt, Disk indexing",503,1706153,19,21,512GB,Set 4,In-house,Windows,10179
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, User_files_wipe, Disk indexing",506,1488975,18,27,512GB,Set 4,In-house,Windows,10180
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Install_package, Disk indexing",503,2329441,29,32,512GB,Set 4,In-house,Windows,10181
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",505,1667698,17,36,512GB,Set 4,In-house,Windows,10182
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package, Disk indexing",504,510512,25,21,512GB,Set 4,In-house,Windows,10183
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",504,1524257,21,23,512GB,Set 4,In-house,Windows,10184
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package, Disk indexing",505,593824,10,11,512GB,Set 4,In-house,Windows,10185
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",502,992581,30,27,512GB,Set 4,In-house,Windows,10186
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package, Disk indexing",502,773757,42,31,512GB,Set 4,In-house,Windows,10187
Benign,,,"Anaconda_package, Cmake_from_source, User_files_wipe, Disk indexing",504,1870742,19,27,512GB,Set 4,In-house,Windows,10188
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",505,422409,19,29,512GB,Set 4,In-house,Windows,10189
Benign,,,"Cmake_from_source, Compress_using_7z_sw, Encrypt_using_aescrypt, Disk indexing",503,2128785,27,31,512GB,Set 4,In-house,Windows,10190
Benign,,,"Cmake_from_source, Get_and_install_apps, User_files_wipe, Disk indexing",503,2060614,21,38,512GB,Set 4,In-house,Windows,10191
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",504,95886,1,8,512GB,Set 4,In-house,Windows,10192
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package, Disk indexing",503,945436,34,31,512GB,Set 4,In-house,Windows,10193
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",514,323195,5,9,512GB,Set 4,In-house,Windows,10194
Benign,,,"Anaconda_package, Cmake_from_source, Install_package, Disk indexing",504,701234,3,6,512GB,Set 4,In-house,Windows,10195
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,797653,42,42,512GB,Set 4,In-house,Windows,10196
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Install_package, Disk indexing",504,394081,3,2,512GB,Set 4,In-house,Windows,10197
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Install_package, Disk indexing",501,205371,7,8,512GB,Set 4,In-house,Windows,10198
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Install_package, Disk indexing",503,779659,5,6,512GB,Set 4,In-house,Windows,10199
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",503,350123,6,23,512GB,Set 4,In-house,Windows,10200
Benign,,,"Cmake_from_source, Compress_rar_using_winrar, Install_package, Disk indexing",503,842250,19,19,512GB,Set 4,In-house,Windows,10201
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",502,1077870,34,31,512GB,Set 4,In-house,Windows,10202
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Install_package, Disk indexing",511,593462,7,6,512GB,Set 4,In-house,Windows,10203
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",504,1937339,27,29,512GB,Set 4,In-house,Windows,10204
Benign,,,"Cmake_from_source, Do_git_repository, User_files_wipe, Disk indexing",503,2637870,25,44,512GB,Set 4,In-house,Windows,10205
Benign,,,"Compress_rar_using_winrar, Compress_using_7z_sw, Install_package, Disk indexing",503,679741,27,28,512GB,Set 4,In-house,Windows,10206
Benign,,,"Cmake_from_source, Do_git_repository, Install_package, Disk indexing",503,1356221,17,19,512GB,Set 4,In-house,Windows,10207
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",502,716680,34,43,512GB,Set 4,In-house,Windows,10208
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",504,1985043,20,24,512GB,Set 4,In-house,Windows,10209
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",504,275481,3,15,512GB,Set 4,In-house,Windows,10210
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Install_package, Disk indexing",503,1338031,8,8,512GB,Set 4,In-house,Windows,10211
Benign,,,"Do_git_repository, Install_package, User_files_wipe, Disk indexing",503,2294671,23,39,512GB,Set 4,In-house,Windows,10212
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package, Disk indexing",504,586844,9,10,512GB,Set 4,In-house,Windows,10213
Benign,,,"Cmake_from_source, Get_and_install_apps, Install_package, Disk indexing",505,1464017,17,21,512GB,Set 4,In-house,Windows,10214
Benign,,,"Compress_using_7z_sw, Get_and_install_apps, Install_package, Disk indexing",504,1825880,23,25,512GB,Set 4,In-house,Windows,10215
Benign,,,"Cmake_from_source, Get_and_install_apps, Install_package, Disk indexing",503,1471078,17,21,512GB,Set 4,In-house,Windows,10216
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",503,2265580,21,37,512GB,Set 4,In-house,Windows,10217
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",503,2307020,24,28,512GB,Set 4,In-house,Windows,10218
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",504,540510,26,21,512GB,Set 4,In-house,Windows,10219
Benign,,,"Compress_rar_using_winrar, Encrypt_using_aescrypt, Install_package, Disk indexing",502,734831,18,19,512GB,Set 4,In-house,Windows,10220
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",502,557351,31,35,512GB,Set 4,In-house,Windows,10221
Benign,,,"Do_git_repository, Get_and_install_apps, Install_package, Disk indexing",503,2376226,23,26,512GB,Set 4,In-house,Windows,10222
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",503,1942595,27,27,512GB,Set 4,In-house,Windows,10223
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",503,481716,8,55,512GB,Set 4,In-house,Windows,10224
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package, Disk indexing",502,1440142,9,10,512GB,Set 4,In-house,Windows,10225
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",505,480073,7,7,512GB,Set 4,In-house,Windows,10226
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",503,2152968,30,31,512GB,Set 4,In-house,Windows,10227
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",503,894526,4,54,512GB,Set 4,In-house,Windows,10228
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Install_package, Disk indexing",503,528181,15,13,512GB,Set 4,In-house,Windows,10229
Benign,,,"Do_git_repository, Encrypt_using_aescrypt, Install_package, Disk indexing",503,1774715,10,12,512GB,Set 4,In-house,Windows,10230
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",503,807999,41,31,512GB,Set 4,In-house,Windows,10231
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Install_package, Disk indexing",503,430150,3,2,512GB,Set 4,In-house,Windows,10232
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",504,569403,7,18,512GB,Set 4,In-house,Windows,10233
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package, Disk indexing",502,1172857,8,8,512GB,Set 4,In-house,Windows,10234
Benign,,,"Cmake_from_source, Encrypt_using_aescrypt, Install_package, Disk indexing",509,616474,7,6,512GB,Set 4,In-house,Windows,10235
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,511730,10,78,512GB,Set 4,In-house,Windows,10236
Benign,,,"Compress_rar_using_winrar, Encrypt_using_aescrypt, Install_package, Disk indexing",503,503621,14,15,512GB,Set 4,In-house,Windows,10237
Benign,,,"Compress_rar_using_winrar, Install_package, User_files_wipe, Disk indexing",502,507388,12,22,512GB,Set 4,In-house,Windows,10238
Benign,,,"Do_git_repository, Install_package, User_files_wipe, Disk indexing",503,1957611,19,39,512GB,Set 4,In-house,Windows,10239
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",508,554720,8,13,512GB,Set 4,In-house,Windows,10240
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps, Disk indexing",510,459287,6,6,512GB,Set 4,In-house,Windows,10241
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",503,785400,5,31,512GB,Set 4,In-house,Windows,10242
Benign,,,"Anaconda_package, Do_git_repository, Install_package, Disk indexing",503,2449782,25,30,512GB,Set 4,In-house,Windows,10243
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",536,2332362,24,41,512GB,Set 4,In-house,Windows,10244
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",503,2246656,22,36,512GB,Set 4,In-house,Windows,10245
Benign,,,"Anaconda_package, Do_git_repository, Encrypt_using_aescrypt, Disk indexing",502,388737,3,2,512GB,Set 4,In-house,Windows,10246
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",502,1024645,28,38,512GB,Set 4,In-house,Windows,10247
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",505,140738,6,5,512GB,Set 4,In-house,Windows,10248
Benign,,,"Cmake_from_source, Do_git_repository, Install_package, Disk indexing",502,2089428,22,27,512GB,Set 4,In-house,Windows,10249
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository, Disk indexing",504,435866,22,20,512GB,Set 4,In-house,Windows,10250
Benign,,,"Cmake_from_source, Get_and_install_apps, Install_package, Disk indexing",503,2158053,22,26,512GB,Set 4,In-house,Windows,10251
Benign,,,"Cmake_from_source, Do_git_repository, Install_package, Disk indexing",502,1802554,18,20,512GB,Set 4,In-house,Windows,10252
Benign,,,"Encrypt_using_aescrypt, Get_and_install_apps, Install_package, Disk indexing",503,1208814,8,10,512GB,Set 4,In-house,Windows,10253
Benign,,,"Compress_using_7z_sw, Do_git_repository, Install_package, Disk indexing",503,1967830,28,29,512GB,Set 4,In-house,Windows,10254
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",502,654372,35,27,512GB,Set 4,In-house,Windows,10255
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",502,2300097,22,41,512GB,Set 4,In-house,Windows,10256
Benign,,,"Get_and_install_apps, Install_package, User_files_wipe, Disk indexing",503,3217687,28,57,512GB,Set 4,In-house,Windows,10257
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Compress_using_7z_sw, Disk indexing",502,387272,23,19,512GB,Set 4,In-house,Windows,10258
Benign,,,"Cmake_from_source, Install_package, User_files_wipe, Disk indexing",504,1393302,17,27,512GB,Set 4,In-house,Windows,10259
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",505,764939,14,14,512GB,Set 4,In-house,Windows,10260
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Do_git_repository, Disk indexing",502,797666,16,14,512GB,Set 4,In-house,Windows,10261
Benign,,,"Anaconda_package, Cmake_from_source, Compress_rar_using_winrar, Disk indexing",503,283033,11,9,512GB,Set 4,In-house,Windows,10262
Benign,,,"Do_git_repository, Install_package, User_files_wipe, Disk indexing",503,2266570,24,40,512GB,Set 4,In-house,Windows,10263
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",503,1871485,20,22,512GB,Set 4,In-house,Windows,10264
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",502,2275210,24,28,512GB,Set 4,In-house,Windows,10265
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository, Disk indexing",504,701597,37,29,512GB,Set 4,In-house,Windows,10266
Benign,,,"Anaconda_package, Do_git_repository, Install_package, Disk indexing",502,1951640,19,21,512GB,Set 4,In-house,Windows,10267
Benign,,,"Compress_using_7z_sw, Install_package, User_files_wipe, Disk indexing",503,2049289,25,33,512GB,Set 4,In-house,Windows,10268
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",502,2561427,27,32,512GB,Set 4,In-house,Windows,10269
Benign,,,"Anaconda_package, Get_and_install_apps, Install_package, Disk indexing",502,1916435,20,23,512GB,Set 4,In-house,Windows,10270
Benign,,,"Anaconda_package, Do_git_repository, Install_package, Disk indexing",502,2152406,22,27,512GB,Set 4,In-house,Windows,10271
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps, Disk indexing",504,1828699,20,23,512GB,Set 4,In-house,Windows,10272
Benign,,,"Anaconda_package, Do_git_repository, Install_package, Disk indexing",503,1827092,19,22,512GB,Set 4,In-house,Windows,10273
Benign,,,"Anaconda_package, Compress_using_7z_sw, Get_and_install_apps, Disk indexing",503,1006622,27,26,512GB,Set 4,In-house,Windows,10274
Benign,,,"Anaconda_package, Do_git_repository, Encrypt_using_aescrypt, Disk indexing",503,386587,3,2,512GB,Set 4,In-house,Windows,10275
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",508,1159075,47,38,512GB,Set 4,In-house,Windows,10276
Benign,,,"Anaconda_package, Cmake_from_source, Do_git_repository, Disk indexing",503,931811,13,14,512GB,Set 4,In-house,Windows,10277
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",503,331494,5,10,512GB,Set 4,In-house,Windows,10278
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository, Disk indexing",503,2063743,26,28,512GB,Set 4,In-house,Windows,10279
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",502,757381,39,30,512GB,Set 4,In-house,Windows,10280
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe, Disk indexing",501,1981842,21,40,512GB,Set 4,In-house,Windows,10281
Benign,,,"Anaconda_package, Compress_using_7z_sw, Install_package, Disk indexing",504,976025,36,31,512GB,Set 4,In-house,Windows,10282
Benign,,,"Anaconda_package, Get_and_install_apps, User_files_wipe, Disk indexing",504,514789,7,11,512GB,Set 4,In-house,Windows,10283
Benign,,,"Anaconda_package, Do_git_repository, Install_package, Disk indexing",503,2290914,23,26,512GB,Set 4,In-house,Windows,10284
Benign,,,"Anaconda_package, Cmake_from_source, Compress_rar_using_winrar, Disk indexing",507,284543,12,9,512GB,Set 4,In-house,Windows,10285
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",503,382847,14,11,512GB,Set 4,In-house,Windows,10286
Benign,,,"Anaconda_package, Encrypt_using_aescrypt, Install_package, Disk indexing",503,1077599,7,8,512GB,Set 4,In-house,Windows,10287
Benign,,,"Anaconda_package, Install_package, User_files_wipe, Disk indexing",503,726839,5,22,512GB,Set 4,In-house,Windows,10288
Benign,,,"Anaconda_package, Cmake_from_source, Get_and_install_apps, Disk indexing",504,1852795,20,22,512GB,Set 4,In-house,Windows,10289
Benign,,,"Anaconda_package, Do_git_repository, Get_and_install_apps, Disk indexing",503,1814880,19,22,512GB,Set 4,In-house,Windows,10290
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Get_and_install_apps, Disk indexing",503,281097,12,9,512GB,Set 4,In-house,Windows,10291
Benign,,,"Anaconda_package, Do_git_repository, User_files_wipe, Disk indexing",503,287566,4,8,512GB,Set 4,In-house,Windows,10292
Benign,,,"Anaconda_package, Compress_rar_using_winrar, Encrypt_using_aescrypt, Disk indexing",502,513659,12,15,512GB,Set 4,In-house,Windows,10293
Benign,,,"Anaconda_package, Cmake_from_source, Compress_using_7z_sw, Disk indexing",503,1618357,25,26,512GB,Set 4,In-house,Windows,10294
Benign,,,"Anaconda_package, Compress_using_7z_sw, Do_git_repository, Disk indexing",506,561974,11,12,512GB,Set 4,In-house,Windows,10295
Benign,,,"Anaconda_package, Compress_using_7z_sw, User_files_wipe, Disk indexing",503,1774644,25,33,512GB,Set 4,In-house,Windows,10296
